Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
2210052;Sztutowo;pomorskie;nowodworski;GW;Urząd Gminy Sztutowo;Sztutowo;82-110;Sztutowo;ul. Gdańska;55;(55);247-81-51;;(55);247-83-96;Wójt;Stanisław;Kochanowski;info@sztutowo.ug.gov.pl;sztutowo.pl;6
2211011;Hel;pomorskie;pucki;GM;Urząd Miasta Helu;Hel;84-150;Hel;ul. Wiejska;50;(58);677-72-40;;(58);677-72-77;Burmistrz;Klemens;Kohnke;ratusz@gohel.pl;www.gohel.pl;6
2211021;Jastarnia;pomorskie;pucki;GMW;Urząd Miasta Jastarni;Jastarnia;84-140;Jastarnia;ul. Portowa;24;(58);675-19-99;;(58);675-21-76;Burmistrz;Tyberiusz;Narkowicz;jas_bor@poczta.onet.pl;www.jastarnia.pl;6
2211041;Władysławowo;pomorskie;pucki;GM;Urząd Miejski we Władysławowie;Władysławowo;84-120;Władysławowo;ul. Gen. Hallera ;19;(58);674-54-00;;(58);674-07-63;Burmistrz;Roman;Kużel;um@wladyslawowo.pl;www.wladyslawowo.pl;6
2212102;Ustka;pomorskie;słupski;GW;Urząd Gminy Ustka;Ustka;76-270;Ustka;ul. Dunina;24;(59);814-60-44;;(59);814-42-57;Wójt;Anna;Sobczuk-Jodłowska;urzad@ustka.ug.gov.pl;www.ustka.ug.gov.pl;6
2215052;Gniewino;pomorskie;wejherowski;GW;Urząd Gminy Gniewino;Gniewino;84-250;Gniewino;ul. Pomorska;8;(58);676-76-77;;(58);676-72-26;Wójt;Zbigniew;Walczak;gniewino@gniewino.pl;www.gniewino.pl;6
2402011;Szczyrk;śląskie;bielski;GM;Urząd Miejski w Szczyrku;Szczyrk;43-370;Szczyrk;ul. Beskidzka;4;(33);829-50-34;;(33);829-50-12;Burmistrz;Antoni;Byrdy;sekretariat@szczyrk.pl;http://www.um.szczyrk.pl/;6
2403031;Wisła;śląskie;cieszyński;GM;Urząd Miejski w Wiśle;Wisła;43-460;Wisła;Plac Bogumiła Hoffa;3;(33);855-24-25;;(33);855-29-95;Burmistrz;Tomasz;Bujok;um@wisla.pl;www.wisla.pl;6
2408042;Ornontowice;śląskie;mikołowski;GW;Urząd Gminy Ornontowice;Ornontowice;43-178;Ornontowice;ul. Zwycięstwa;26A;(32);330-62-11;;(32);330-62-14;Wójt;Kazimierz;Adamczyk;ug@ornontowice.pl;www.ornontowice.pl;6
2413052;Krupski Młyn;śląskie;tarnogórski;GW;Urząd Gminy Krupski Młyn;Krupski Młyn;42-693;Krupski Młyn;ul. Krasickiego;9;(32);285-70-16;;(32);285-70-77;Wójt;Jan;Murowski;gmina@bip.krupskimlyn.pl;www.krupskimlyn.eu;6
2415092;Mszana;śląskie;wodzisławski;GW;Urząd Gminy Mszana;Mszana;44-325;Mszana;ul.1 Maja;81;(32);475-97-40;;(32);475-97-66;Wójt;Mirosław;Szymanek;urzad@mszana.ug.gov.pl;www.mszana.ug.gov.pl;6
2415082;Marklowice;śląskie;wodzisławski;GW;Urząd Gminy Marklowice;Marklowice;44-321;Marklowice;ul. Wyzwolenia;71;(32);459-28-00;;(32);459-28-02;Wójt;Tadeusz;Chruszcz;sekretariat@marklowice.pl;www.marklowice.pl;6
2604172;Sitkówka-Nowiny;świętokrzyskie;kielecki;GW;Urząd Gminy Sitkówka-Nowiny;Sitkówka-Nowiny;26-052;Sitkówka-Nowiny;ul. Białe Zagłębie;25;(41);347-50-00;10;(41);347-50-11;Wójt ;Sebastian;Nowaczkiewicz;nowiny@nowiny.com.pl;www.nowiny.com.pl;6
2606053;Ożarów ;świętokrzyskie;opatowski;GMW;Urząd Miejski w Ożarowie;Ożarów ;27-530;Ożarów ;ul. Stodolna;1;(15);86-10-700 do 702;101;(15);86-11-136;Burmistrz;Marcin;Majcher;urzad@ozarow.pl;www.ozarow.pl;6
2609011;Sandomierz;świętokrzyskie;sandomierski;GM;Urząd Miejski w Sandomierzu;Sandomierz;27-600;Sandomierz;Pl. Poniatowskiego;3;(15);644-12-70;;(15);644-01-01;Burmistrz;Marek;Bronkowski;um@um.sandomierz.pl;www.um.sandomierz.pl;6
2612053;Połaniec;świętokrzyskie;staszowski;GMW;Urząd Miasta i Gminy Połaniec;Połaniec;28-230;Połaniec;ul. Ruszczańska;27;(15);865-03-05;418;(15);865-03-28;Burmistrz;Jacek ;Tarnowski ;sekretariat@umig.polaniec.pl;polaniec.eu;6
2804093;Tolkmicko;warmińsko-mazurskie;elbląski;GMW;Urząd Miasta i Gminy w Tolkmicku;Tolkmicko;82-340;Tolkmicko;ul. Portowa ;2;(55);231-61-27;kom. 502059409;(55);231-61-27;Burmistrz;Andrzej;Lemanowicz;umgtolk@portel.pl;www.tolkmicko.pl;6
2806042;Giżycko;warmińsko-mazurskie;giżycki;GW;Urząd Gminy Giżycko;Giżycko;11-500;Giżycko;ul. Mickiewicza;33;(87);429-99-60;;(87);429-99-76;Wójt;Marek;Jasudowicz;ugg@ugg.pl;www.ugg.pl;6
2816023;Orzysz;warmińsko-mazurskie;piski;GMW;Urząd Miejski w Orzyszu;Orzysz;12-250;Orzysz;ul. Giżycka ;15;(87);424-10-44;;(87);424-10-50;Burmistrz;Zbigniew;Włodkowski;um@orzysz.pl;www.um.orzysz.pl;6
3203023;Drawsko Pomorskie;zachodniopomorskie;drawski;GMW;Urząd Miejski w Drawsku Pomorskim;Drawsko Pomorskie;78-500;Drawsko Pomorskie;ul. Gen. Wł. Sikorskiego;41;(94);363-34-85;;(94);363-31-13;Burmistrz;Zbigniew;Ptak;drawsko@post.pl;www.drawsko.pl;6
3203033;Kalisz Pomorski;zachodniopomorskie;drawski;GMW;Urząd Miejski w Kaliszu Pomorskim;Kalisz Pomorski;78-540;Kalisz Pomorski;Ul. Wolności;25;(67);361-62-63;;(67);361-62-88;Burmistrz;Michał;Hypki;ratusz@kaliszpom.pl;www.kaliszpom.pl;6
3205032;Karnice;zachodniopomorskie ;gryficki;GW;Urząd Gminy Karnice;Karnice;72-343;Karnice;ul.11 Marca;7;(91);387-72-20;;(91);386-82-19;Wójt;Lech;Puzdrowski;ug@karnice.pl;www.karnice.pl;6
3205072;Rewal;zachodniopomorskie ;gryficki;GW;Urząd Gminy Rewal;Rewal;72-344;Rewal;ul. Mickiewicza;19;(91);384-90-11;;(91);384-90-29;Wójt;Robert;Skraburski;ug@rewAl.pl;www.rewAl.pl;6
3206023;Cedynia;zachodniopomorskie;gryfiński;GMW;Urząd Miejski w Cedyni ;Cedynia;74-520;Cedynia;Pl. Wolności;1;(91);414-40-06;;(91);414-41-62;Burmistrz;Gabriela;Kotowicz;info@cedynia.pl;www.cedynia.pl;6
3206072;Stare Czarnowo;zachodniopomorskie ;gryfiński;GW;Urząd Gminy Stare Czarnowo;Stare Czarnowo;74-106;Stare Czarnowo;ul. Św. Floriana;10;(91);312-41-31;;(91);312-41-42;Wójt;Marzena;Grzywińska;sekretariat@stareczarnowo.pl;www.stareczarnowo.pl;6
3207013;Dziwnów;zachodniopomorskie;kamieński;GMW;Urząd Miejski w Dziwnowie;Dziwnów;72-420;Dziwnów;ul. Szosowa;5;(91);327-51-63;;(91);327-51-64;Burmistrz;Grzegorz;Jóźwiak;um@dziwnow.pl;www.dziwnow.pl;6
3207043;Międzyzdroje;zachodniopomorskie;kamieński;GMW;Urząd Miejski w Międzyzdrojach;Międzyzdroje;72-500;Międzyzdroje;ul. Książąt Pomorskich;5;(91);327-56-31;;(91);327-56-30;Burmistrz;Leszek Tomasz;Dorosz;um@miedzyzdroje.pl;www.miedzyzdroje.pl;6
3208022;Dygowo;zachodniopomorskie ;kołobrzeski;GW;Urząd Gminy Dygowo;Dygowo;78-113;Dygowo;ul. Kolejowa;1;(94);358-41-95;;(94);712-60-22;Wójt;Marek;Zawadzki;ug@dygowo.pl;www.dygowo.pl;6
3208042;Kołobrzeg;zachodniopomorskie ;kołobrzeski;GW;Urząd Gminy Kołobrzeg;Kołobrzeg;78-100;Kołobrzeg;ul.Trzebiatowska ;48A;(94);353-04-20;;(94);352-48-49;Wójt;Włodzimierz;Popiołek;sekretariat@gmina.kolobrzeg.pl;www.gmina.kolobrzeg.pl;6
3209012;Będzino;zachodniopomorskie ;koszaliński;GW;Urząd Gminy Będzino;Będzino;76-037;Będzino;;19;(94);316-24-70;;(94);316-23-07;Wójt;Henryk;Broda;ug@bedzino.pl;www.bedzino.pl;6
3209022;Biesiekierz;zachodniopomorskie ;koszaliński;GW;Urząd Gminy w  Biesiekierzu;Biesiekierz;76-039;Biesiekierz;;103;(94);318-03-10;;(94);318-09-40;Wójt;Andrzej Leszek;Leśniewicz;sekretariat@biesiekierz.eu;www.biesiekierz.eu;6
3209052;Mielno;zachodniopomorskie ;koszaliński;GMW;Urząd Gminy Mielno;Mielno;76-032;Mielno;ul. Chrobrego;10;(94);345-98-30;;(94);345-98-34;Burmistrz;Olga;Roszak-Pezała;ug@gmina.mielno.pl;www.gmina.mielno.pl;6
3210022;Boleszkowice;zachodniopomorskie ;myśliborski;GW;Urząd Gminy w Boleszkowicach;Boleszkowice;74-407;Boleszkowice;ul. Świerczewskiego;24;(95);760-61-24;;(95);760-61-35;Wójt;Jan;Krzywicki;boleszkowice@boleszkowice.pl;www.boleszkowice.pl;6
3211033;Nowe Warpno;zachodniopomorskie;policki;GMW;Urząd Gminy Nowe Warpno;Nowe Warpno;72-022;Nowe Warpno;pl. Zwycięstwa;1;(91);312-96-60;;(91);312-97-13;Burmistrz;Władysław ;Kiraga;urzad@nowewarpno.pl;www.nowewarpno.pl;6
3213032;Darłowo;zachodniopomorskie ;sławieński;GW;Urząd Gminy Darłowo;Darłowo;76-150;Darłowo;ul. Dąbrowskiego;4;(94);344-63-01;;(94);344-63-09;Wójt;Radosław;Głażewski;poczta@ugdarlowo.pl;www.ugdarlowo.pl;6
3213052;Postomino;zachodniopomorskie ;sławieński;GW;Urząd Gminy Postomino;Postomino;76-113;Postomino;;30;(59);810-85-93;;(59);810-85-84;Wójt;Janusz;Bojkowski;ug@postomino.pl;www.postomino.pl;6
3027022;Brudzew;wielkopolskie;turecki;GW;Urząd Gminy Brudzew;Brudzew;62-720;Brudzew;ul.Turkowska;29;(63);279-70-47;;(63);289-20-49;Wójt;Cezary;Krasowski;ug@brudzew.pl;www.brudzew.pl;6
3010043;Kleczew;wielkopolskie;koniński;GMW;Urząd Gminy i Miasta w Kleczewie;Kleczew;62-540;Kleczew;pl. Kościuszki;5;(63);270-09-00;;(63);270-09-40;Burmistrz;Marek;Wesołowski;ugim@kleczew.pl;www.kleczew.pl;6
3001043;Margonin;wielkopolskie;chodzieski;GMW;Urząd Miasta i Gminy Margonin;Margonin;64-830;Margonin;ul. Kościuszki;13;(67);284-60-68;;(67);284-60-68;Burmistrz;Janusz;Piechocki;sekretariat@margonin.pl;www.margonin.pl;6
3023052;Powidz;wielkopolskie;słupecki;GW;Urząd Gminy Powidz;Powidz;62-430;Powidz;ul. 29 Grudnia;24;(63);277-62-72;;(63);277-62-73;Wójt;Jakub;Gwit;ug_powidz@post.pl;www.powidz.pl;6
3027062;Przykona;wielkopolskie;turecki;GW;Urząd Gminy Przykona;Przykona;62-731;Przykona;ul. Szkolna;7;(63);279-10-10;;(63);279-10-22;Wójt;Mirosław;Broniszewski;przykona@przykona.pl;www.przykona.pl;6
0802022;Bobrowice;lubuskie;krośnieński;GW;Urząd Gminy Bobrowice;Bobrowice;66-627;Bobrowice;;131;(68);391-92-00;;(68);391-32-84;Wójt;Marek;Babul;sekretariat@bobrowice.pl;www.bobrowice.pl;6
0802032;Bytnica;lubuskie;krośnieński;GW;Urząd Gminy Bytnica;Bytnica;66-630;Bytnica;;52;(68);391-57-96;;(68);391-58-88;Wójt;Leszek;Olgrzymek;sekretariat@bytnica.pl;www.bytnica.pl;6
0803042;Pszczew;lubuskie;międzyrzecki;GW;Urząd Gminy Pszczew;Pszczew;66-330;Pszczew;Rynek;13;(95);749-23-10;;(95);749-23-12;Wójt;Waldemar;Górczyński;ug@pszczew.pl;www.pszczew.pl;6
0807023;Lubniewice;lubuskie;sulęciński;GMW;Urząd Miejski w Lubniewicach;Lubniewice;69-210;Lubniewice;ul. Jana Pawła II;51;(95);755-70-52;;(95);755-70-24;Burmistrz;Tomasz;Jaskuła;urzad@lubniewice.pl;www.lubniewice.pl;6
0811011;Łęknica;lubuskie;żarski;GM;Urząd Miejski w Łęknicy;Łęknica;68-208;Łęknica;ul. Żurawska;1;(68);362-47-00;;(68);362-47-01;Burmistrz;Piotr;Kuliniak;sekretariat@umleknica.pl;www.leknica.pl;6
3204073;Stepnica;zachodniopomorskie ;goleniowski;GMW;Urząd Miejski w Stepnicy;Stepnica;72-112;Stepnica;ul. T. Kościuszki;4;(91);418-85-21;;(91);418-85-80;Burmistrz;Andrzej;Wyganowski;ug@stepnica.pl;www.stepnica.pl;6
3208072;Ustronie Morskie;zachodniopomorskie ;kołobrzeski;GW;Urząd Gminy Ustronie Morskie;Ustronie Morskie;78-111;Ustronie Morskie;ul. Rolna;2;(94);351-55-35;;(94);351-55-97;Wójt;Jerzy;Kołakowski;sekretariat@ustronie-morskie.pl;www.ustronie-morskie.pl;6
0264011;Wrocław;dolnośląskie;wrocławski;MNP;Urząd Miejski Wrocławia;Wrocław;50-141;Wrocław;ul. Sukiennice;9;(71);777-82-01;;(71);777-76-77;Prezydent;Rafał;Dutkiewicz;kum@um.wroc.pl;www.wroclaw.pl;7
0461011;Bydgoszcz;kujawsko-pomorskie;bydgoski;MNP;Urząd Miasta Bydgoszczy;Bydgoszcz;85-102;Bydgoszcz;ul. Jezuicka;1;(52);585-83-58;;(52);585-83-01;Prezydent;Rafał;Bruski;urzad@um.bydgoszcz.pl;www.um.bydgoszcz.pl;7
0463011;Toruń;kujawsko-pomorskie;Toruń;MNP;Urząd Miasta Torunia;Toruń;87-100;Toruń;ul. Wały gen. Sikorskiego;8;(56);622-25-55;;(56);655-58-11;Prezydent;Michał;Zaleski;prezydent@um.torun.pl;www.torun.pl;7
0663011;Lublin;lubelskie;Lublin;MNP;Urząd Miasta Lublin;Lublin;20-109;Lublin;Plac Króla Władysława Łokietka;1;(81);466-10-00;;(81);466-10-01;Prezydent;Krzysztof;Żuk;urzad_miasta@lublin.eu;www.um.lublin.eu;7
1061011;Łódź;łódzkie;Łodź;MNP;Urząd Miasta Łodzi;Łódź;90-926;Łódź;ul. Piotrkowska;104;(42);638-41-15;;(42);638-41-24;Prezydent;Hanna;Zdanowska;uml@uml.lodz.pl;www.uml.lodz.pl;7
1261011;Kraków;małopolskie;krakowski;MNP;Urząd Miasta Krakowa;Kraków;31-004;Kraków;pl. Wszystkich Świętych; 3/4;(12);616-13-98;;(12);616-13-15;Prezydent;Jacek;Majchrowski;umk@um.krakow.pl;http://www.krakow.pl/;7
1465011;Warszawa;mazowieckie;Warszawa;MNP;Urząd Miasta Stołecznego Warszawy;Warszawa;00-950;Warszawa;Pl. Bankowy;3/5;(22);443-10-00;;(22);443-10-02;Prezydent;Hanna;Gronkiewicz-Waltz;gabinetprezydenta@um.warszawa.pl;www.um.warszawa.pl;7
1863011;Rzeszów;podkarpackie;rzeszowski;MNP;Urząd Miasta Rzeszowa;Rzeszów;35-064;Rzeszów;Rynek;1;(17);788-99-00;;(17);875-41-05;Prezydent;Tadeusz;Ferenc;umrz@erzeszow.pl;www.rzeszow.pl;7
2061011;Białystok;podlaskie;Białystok;MNP;Urząd Miejski w Białymstoku;Białystok;15-950;Białystok;ul. Słonimska;1;(85);869-69-61;;(85);869-62-65;Prezydent;Tadeusz;Truskolaski;prezydent@um.bialystok.pl;www.bialystok.pl;7
2261011;Gdańsk;pomorskie;Gdańsk;MNP;Urząd Miejski w Gdańsku;Gdańsk;80-803;Gdańsk;ul. Nowe Ogrody;8/12;(58);323-60-00;;(58);302-39-41;Prezydent;Paweł;Adamowicz;umg@gdansk.gda.pl;www.gdansk.pl;7
2262011;Gdynia;pomorskie;Gdynia;MNP;Urząd Miasta Gdyni;Gdynia;81-382;Gdynia;Al. Piłsudskiego;52/54;(58);668-80-00;;(58);620-97-98;Prezydent;Wojciech;Szczurek;umgdynia@gdynia.pl;www.gdynia.pl;7
2263011;Słupsk;pomorskie;słupski;MNP;Urząd Miejski w Słupsku;Słupsk;76-200;Słupsk;Pl. Zwycięstwa;3;(59);848-83-00;;(59);842-35-83;Prezydent;Robert;Biedroń;urzad@um.slupsk.pl;www.slupsk.pl;7
2477011;Tychy;śląskie;Tychy;MNP;Urząd Miasta Tychy;Tychy;43-100;Tychy;al. Niepodległości;49;(32);776-32-08;;(32);776-32-38;Prezydent;Andrzej;Dziuba;poczta@umtychy.pl;http://www.umtychy.pl/;7
2469011;Katowice;śląskie;Katowice;MNP;Urząd Miasta Katowice;Katowice;40-098;Katowice;ul. Młyńska;4;(32);259-33-61;;(32);253-79-84;Prezydent;Marcin;Krupa;prezydent@katowice.eu;www.katowice.eu;7
2661011;Kielce;świętokrzyskie;Kielce;MNP;Urząd Miasta Kielce;Kielce;25-303;Kielce;Rynek;1;(41);367-61-05;;(41);344-27-63;Prezydent;Wojciech;Lubawski;prezydent@um.kielce.pl;www.um.kielce.pl;7
2862011;Olsztyn;warmińsko-mazurskie;Olsztyn;MNP;Urząd Miasta Olsztyna;Olsztyn;10-101;Olsztyn;Pl.Jana Pawła II;1;(89);527-31-11;450;(89);527-50-62;Prezydent;Piotr;Grzymowicz;admin@olsztyn.eu;www.olsztyn.eu;7
3262011;Szczecin;zachodniopomorskie;Szczecin;MNP;Urząd Miasta Szczecin;Szczecin;70-456;Szczecin;Pl.Armii Krajowej;1;(91);422-53-32;;(91);424-58-55;Prezydent;Piotr;Krzystek;prezydent@um.szczecin.pl;www.szczecin.pl;7
3064011;Poznań;wielkopolskie;Poznań;MNP;Urząd Miasta Poznania;Poznań;61-841;Poznań;Plac Kolegiacki;17;(61);878-53-06;;(61);852-92-75;Prezydent;Jacek;Jaśkowiak;prezydent@um.poznan.pl;www.poznan.pl;7
0206092;Stara Kamienica;dolnośląskie;jeleniogórski;GW;Urząd Gminy Stara Kamienica;Stara Kamienica;58-512;Stara Kamienica;;41;(75);751-43-37;;(75);751-43-37;Wójt;Zofia;Świątek;starakamienica@starakamienica.pl;www.starakamienica.pl;9
0212023;Lubomierz;dolnośląskie;lwówecki;GMW;Urząd Gminy i Miasta Lubomierz;Lubomierz;59-623;Lubomierz;Plac Wolności;1;(75);783-31-66;32;(75);783-31-67;Burmistrz;Wiesław;Ziółkowski;ugim@lubomierz.pl;www.lubomierz.pl;9
0224042;Stoszowice;dolnośląskie;ząbkowicki;GW;Urząd Gminy Stoszowice;Stoszowice;57-213;Stoszowice;;97;(74);816-45-10;;(74);818-10-59;Wójt;Paweł;Gancarz;gmina@stoszowice.pl;www.stoszowice.pl;9
0226011;Wojcieszów;dolnośląskie;złotoryjski;GM;Urząd Miasta Wojcieszów;Wojcieszów;59-550;Wojcieszów;ul. Pocztowa;1;(75);751-22-30;11;(75);751-22-30;Burmistrz;Sławomir;Maciejczyk;miasto@wojcieszow.pl;www.wojcieszow.pl;9
0418063;Chodecz;kujawsko-pomorskie;włocławski;GMW;Urząd Miasta i Gminy Chodecz;Chodecz;87-860;Chodecz;ul. Kaliska;2;(54);284-80-70;;(54);284-80-70;Burmistrz;Jarosław;Grabczyński;urzad@chodecz.pl;www.chodecz.pl;9
0601021;Terespol;lubelskie;bialski;GM;Urząd Miasta Terespol;Terespol;21-550;Terespol;ul. Czerwonego Krzyża;26;(83);375-20-36;;(83);375-23-27;Burmistrz;Jacek;Danieluk;um@terespol.pl;www.terespol.pl;9
0601032;Biała Podlaska;lubelskie;bialski;GW;Urząd Gminy Biała Podlaska;Biała Podlaska;21-500;Biała Podlaska;ul. Prosta;31;(83);343-49-50;;(83);343-14-25;Wójt;Wiesław;Panasiuk;gmina@bialapodl.pl;www.gmina.bialapodl.pl;9
0601042;Drelów;lubelskie;bialski;GW;Urząd Gminy Drelów;Drelów;21-570;Drelów;ul. Szkolna;12;(83);372-32-35;;(83);372-00-37;Wójt;Piotr;Kazimierski;drelow@drelow.pl;www.drelow.pl;9
0601052;Janów Podlaski;lubelskie;bialski;GW;Urząd Gminy Janów Podlaski;Janów Podlaski;21-505;Janów Podlaski;ul. Bialska;6A;(83);341-30-73;;(83);341-30-77;Wójt;Jacek Mariusz;Hura;ug@janowpodlaski.pl;www.janowpodlaski.pl;9
0601082;Leśna Podlaska;lubelskie;bialski;GW;Urząd Gminy Leśna Podlaska;Leśna Podlaska;21-542;Leśna Podlaska;ul. Bialska;30;(83);345-07-20;;(83);345-07-21;Wójt;Paweł;Kazimierski;ug@lesnapodlaska.pl;www.lesnapodlaska.pl;9
0601092;Łomazy;lubelskie;bialski;GW;Urząd Gminy Łomazy;Łomazy;21-532;Łomazy;Pl. Jagielloński;27;(83);341-70-03;;(83);341-70-21;Wójt;Jerzy;Czyżewski;ug@lomazy.pl;www.lomazy.pl;9
0601102;Międzyrzec Podlaski;lubelskie;bialski;GW;Urząd Gminy Międzyrzec Podlaski;Międzyrzec Podlaski;21-560;Międzyrzec Podlaski;ul. Warszawska;20;(83);371-24-96;;(83);371-48-26;Wójt;Krzysztof ;Adamowicz;urzad@miedzyrzecgmina.pl;http://www.miedzyrzecgmina.pl/;9
0601112;Piszczac;lubelskie;bialski;GW;Urząd Gminy Piszczac;Piszczac;21-530;Piszczac;ul. Włodawska;8;(83);377-80-18;;(83);377-80-18;Wójt;Kamil;Kożuchowski;sekretariat@piszczac.pl;www.piszczac.pl;9
0601122;Rokitno;lubelskie;bialski;GW;Urząd Gminy Rokitno;Rokitno;21-504;Rokitno;Rokitno;39A;(83);345-35-50;;(83);345-35-63;Wójt;Jacek;Szewczuk;rokitno@wp.pl;www.rokitno.pl;9
0601132;Rossosz;lubelskie;bialski;GW;Urząd Gminy Rossosz;Rossosz;21-533;Rossosz;ul. Lubelska;8;(83);378-45-57;;(83);378-45-66;Wójt;Kazimierz Eugeniusz;Weremkowicz;gmina@rossosz.pl;http://www.rossosz.eu/;9
0601152;Sosnówka;lubelskie;bialski;GW;Urząd Gminy Sosnówka;Sosnówka;21-518;Sosnówka;Sosnówka;55;(83);379-30-19;;(83);379-30-27;Wójt;Marek;Korpysz;gmina@sosnowka.pl;www.sosnowka.pl;9
0601182;Wisznice;lubelskie;bialski;GW;Urząd Gminy Wisznice;Wisznice;21-580;Wisznice;Rynek;35;(83);378-21-02;;(83);378-20-39;Wójt;Piotr;Dragan;gmina@wisznice.pl;www.wisznice.pl;9
0601192;Zalesie;lubelskie;bialski;GW;Urząd Gminy Zalesie;Zalesie;21-512;Zalesie;ul. Warszawska;34;(83);375-75-86;;(83);375-75-86;Wójt;Jan Henryk;Sikora;sekretariat@zalesie.pl;www.zalesie.pl;9
0602032;Biłgoraj;lubelskie;biłgorajski;GW;Urząd Gminy Biłgoraj;Biłgoraj;23-400;Biłgoraj;ul. Kościuszki;88;(84);688-28-30;;(84);686-35-84;Wójt;Wiesław Marian;Różyński;sekretariat@gminabilgoraj.pl ;www.gminabilgoraj.pl;9
0602053;Frampol;lubelskie;biłgorajski;GMW;Urząd Miejski we Frampolu;Frampol;23-440;Frampol;ul. Radzięcka;8;(84);685-75-27;33;(84);685-75-63;Burmistrz;Tadeusz ;Niedźwiecki;umframpol@frampol.pl;www.frampol.pl;9
0602073;Józefów;lubelskie;biłgorajski;GMW;Urząd Miejski w Józefowie;Józefów;23-460;Józefów;ul. Kościuszki;37;(84);687-81-33;35;(84);6878133 wew. 48;Burmistrz;Roman Antoni;Dziura;jozefow@ejozefow.pl;www.ejozefow.pl;9
0602082;Księżpol;lubelskie;Biłgorajski;GW;Urząd Gminy Księżpol;Księżpol;23-415;Księżpol;ul. Biłgorajska;12;(84);687-74-19;11;(84);687-74-19;Wójt;Lech Jan;Rębacz;info@ksiezpol.pl;http://www.ksiezpol.pl/;9
0602092;Łukowa;lubelskie;Biłgorajski;GW;Urząd Gminy Łukowa;Łukowa;23-412;Łukowa;Łukowa;262;(84);687-40-26;31;(84);687-40-45;Wójt;Stanisław ;Kozyra;sekretariat@lukowa.pl;www.lukowa.pl;9
0602102;Obsza;lubelskie;Biłgorajski;GW;Urząd Gminy Obsza;Obsza;23-413;Obsza;Obsza;36;(84);689-10-02;34;(84);689-10-02 wew. 32;Wójt;Andrzej;Placek;sekretariat@obsza.pl;http://www.obsza.pl;9
0602112;Potok Górny;lubelskie;Biłgorajski;GW;Urząd Gminy Potok Górny;Potok Górny;23-423;Potok Górny;Potok Górny;116;(84);685-25-18;;(84);685-23-33;Wójt;Edward;Hacia;gmina_potok_g@wp.pl;www.potokgorny.bip.net.pl;9
0602123;Tarnogród;lubelskie;biłgorajski;GMW;Urząd Miejski w Tarnogrodzie;Tarnogród;23-420;Tarnogród;ul. Tadeusza Kościuszki;5;(84);689-71-61;;(84);689-77-31;Burmistrz;Eugeniusz;Stróż;urzadmiejski@tarnogrod.eu;www.tarnogrod.pl;9
0602132;Tereszpol;lubelskie;Biłgorajski;GW;Urząd Gminy Tereszpol;Tereszpol;23-407;Tereszpol-Zaorenda;Długa;234;(84);687-60-05;;(84);687-66-32;Wójt;Jacek;Pawluk;gmina@tereszpol.pl;www.tereszpol.pl;9
0602142;Turobin;lubelskie;Biłgorajski;GW;Urząd Gminy Turobin;Turobin;23-465;Turobin;Rynek;4;(84);683-33-35;32;(84);683-33-35;Wójt;Eugeniusz;Krukowski;sekretariat@turobin.pl;www.turobin.pl;9
0603022;Białopole;lubelskie;chełmski;GW;Urząd Gminy Białopole;Białopole;22-135;Białopole;ul. Chełmska;1;(82);568-22-04;;(82);568-22-86;Wójt;Henryk;Maruszewski;ugbialopole@data.pl;www.bialopole.eurzad.eu;9
0603042;Dorohusk;lubelskie;chełmski;GW;Urząd Gminy Dorohusk;Dorohusk;22-175;Dorohusk;ul. I Armii Wojska Polskiego;50;(82);566-10-89;19;(82);566-10-61;Wójt;Wojciech;Sawa;sekretariat@dorohusk.com.pl;www.dorohusk.lubelskie.pl;9
0603062;Kamień;lubelskie;chełmski;GW;Urząd Gminy Kamień;Kamień;22-113;Kamień;ul. Diamentowa;15;(82);567-15-51;;(82);567-15-71;Wójt;Roman;Kandziora;ugkamien@gmail.com;www.kamien.lubelskie.pl;9
0603072;Leśniowice;lubelskie;chełmski;GW;Urząd Gminy Leśniowice;Leśniowice;22-122;Leśniowice;Leśniowice;;(82);567-54-94;;(82);567-54-94;Wójt;Wiesław;Radzięciak;lesniowice@zgwrp.org.pl;www.lesniowice.lubelskie.pl;9
0603082;Rejowiec Fabryczny;lubelskie;chełmski;GW;Urząd Gminy Rejowiec Fabryczny;Rejowiec Fabryczny;22-170;Rejowiec Fabryczny;ul. Lubelska;16;(82);566-42-11;;(82);5664211 wew.42;Wójt;Zdzisław;Krupa;urzad@ug.rejowiec.pl;www.ug.rejowiec.pl;9
0603102;Sawin;lubelskie;chełmski;GW;Urząd Gminy Sawin;Sawin;22-107;Sawin;ul. Chutecka;12;(82);567-30-12;22;(82);567-30-12;Wójt;Dariusz;Ćwir;ug@sawin.pl;www.sawin.pl;9
0603112;Siedliszcze;lubelskie;chełmski;GMW;Urząd Miejski w Siedliszczu;Siedliszcze;22-130;Siedliszcze;ul. Szpitalna;15A;(82);569-22-02;;(82);569-22-02;Burmistrz;Hieronim;Zonik;gmina@siedliszcze.pl;www.siedliszcze.pl;9
